Player,PA,R,SF,BB,K,S,D,T,HR
Brandon,5,1,0,1,1,1,0,0,0
Carol,5,0,1,1,0,1,0,0,0
Greg,4,1,0,1,0,3,0,0,0
Isaac,5,1,0,0,0,2,0,0,0
Jake,5,1,0,0,0,3,0,0,0
Lance,5,1,2,0,0,1,0,0,0
Phil,5,2,0,1,0,2,0,0,0
Ryan,5,1,1,0,1,3,0,0,0
Walt,5,2,0,0,0,2,0,0,0
