Player,PA,R,SF,BB,K,S,D,T,HR
Deep B,3,0,0,0,0,1,0,0,0
Ken H,3,0,0,0,0,1,0,0,0
John W,3,1,0,0,1,2,0,0,0
Dave L,2,1,0,1,0,0,0,0,0
Serena D,2,1,0,0,0,1,0,0,0
Taylor S,2,1,0,0,0,1,1,0,0
Justin G,2,1,0,0,0,1,0,0,0
A P,2,1,0,0,0,1,0,0,0
Ian W,2,1,0,0,0,0,1,0,0
Grey D,2,0,0,0,0,2,0,0,0
