Player,PA,R,SF,BB,K,S,D,T,HR
Ted,5,1,0,0,0,2,0,0,0
Justin,5,2,0,1,0,3,0,0,0
Ian,4,2,0,0,0,2,0,1,0
Shane,4,2,0,0,0,2,0,1,0
Zach,4,0,2,0,0,1,0,0,0
Fahad,4,3,0,2,0,2,0,0,0
Steve,4,1,0,2,0,2,0,0,0
Ron,4,1,0,2,1,0,0,0,0
Jack,4,0,0,0,0,3,0,0,0
James,4,0,0,2,1,0,0,0,0
Greg,4,0,0,0,0,1,1,0,0
