Player,PA,R,SF,BB,K,S,D,T,HR
Josh,6,1,0,1,0,1,0,1,0
Ryan,6,2,0,1,0,1,2,0,0
Brandon,6,2,0,3,1,1,0,0,0
Phil,6,1,0,1,1,3,0,0,0
Ted,6,3,0,0,0,5,0,0,0
Zach,6,4,0,1,0,2,1,0,1
Shane,5,3,0,0,0,3,1,0,1
Steve,5,2,0,1,0,4,0,0,0
Greg,3,1,0,0,0,2,1,0,0
